week_ending,influenza_season,estimate,mmwr_year,mmwr_week,as_of_date,race_and_ethnicity,current_season_week_ending_label
2021-12-11T00:00:00.000,2021-2022,35.8,2021,49,,"Black, Non-Hispanic",2025-12-06 00:00:00.0000000
2021-12-18T00:00:00.000,2021-2022,36.64,2021,50,,"Black, Non-Hispanic",2025-12-13 00:00:00.0000000
2021-12-25T00:00:00.000,2021-2022,37.13,2021,51,,"Black, Non-Hispanic",2025-12-20 00:00:00.0000000
2021-11-06T00:00:00.000,2021-2022,41.02,2021,44,,"Other, Non-Hispanic",2025-11-01 00:00:00.0000000
2021-11-13T00:00:00.000,2021-2022,43.11,2021,45,,"Other, Non-Hispanic",2025-11-08 00:00:00.0000000
2021-11-20T00:00:00.000,2021-2022,44.940000000000005,2021,46,,"Other, Non-Hispanic",2025-11-15 00:00:00.0000000
2021-11-27T00:00:00.000,2021-2022,45.84,2021,47,,"Other, Non-Hispanic",2025-11-22 00:00:00.0000000
2021-12-04T00:00:00.000,2021-2022,47.03,2021,48,,"Other, Non-Hispanic",2025-11-29 00:00:00.0000000
2021-12-11T00:00:00.000,2021-2022,47.99,2021,49,,"Other, Non-Hispanic",2025-12-06 00:00:00.0000000
2021-12-18T00:00:00.000,2021-2022,48.77,2021,50,,"Other, Non-Hispanic",2025-12-13 00:00:00.0000000
2021-12-25T00:00:00.000,2021-2022,49.2,2021,51,,"Other, Non-Hispanic",2025-12-20 00:00:00.0000000
2021-11-06T00:00:00.000,2021-2022,43.62,2021,44,,"Asian, Non-Hispanic",2025-11-01 00:00:00.0000000
2021-11-13T00:00:00.000,2021-2022,45.82,2021,45,,"Asian, Non-Hispanic",2025-11-08 00:00:00.0000000
2021-11-20T00:00:00.000,2021-2022,47.67,2021,46,,"Asian, Non-Hispanic",2025-11-15 00:00:00.0000000
2021-11-27T00:00:00.000,2021-2022,48.64,2021,47,,"Asian, Non-Hispanic",2025-11-22 00:00:00.0000000
2021-12-04T00:00:00.000,2021-2022,49.84,2021,48,,"Asian, Non-Hispanic",2025-11-29 00:00:00.0000000
2021-12-11T00:00:00.000,2021-2022,50.81,2021,49,,"Asian, Non-Hispanic",2025-12-06 00:00:00.0000000
2021-12-18T00:00:00.000,2021-2022,51.59,2021,50,,"Asian, Non-Hispanic",2025-12-13 00:00:00.0000000
2021-12-25T00:00:00.000,2021-2022,52.07000000000001,2021,51,,"Asian, Non-Hispanic",2025-12-20 00:00:00.0000000
2021-11-06T00:00:00.000,2021-2022,24.36,2021,44,,Hispanic,2025-11-01 00:00:00.0000000
2021-11-13T00:00:00.000,2021-2022,26.05,2021,45,,Hispanic,2025-11-08 00:00:00.0000000
2021-11-20T00:00:00.000,2021-2022,27.55,2021,46,,Hispanic,2025-11-15 00:00:00.0000000
2021-11-27T00:00:00.000,2021-2022,28.38,2021,47,,Hispanic,2025-11-22 00:00:00.0000000
2021-12-04T00:00:00.000,2021-2022,29.47,2021,48,,Hispanic,2025-11-29 00:00:00.0000000
2021-12-11T00:00:00.000,2021-2022,30.39,2021,49,,Hispanic,2025-12-06 00:00:00.0000000
2021-12-18T00:00:00.000,2021-2022,31.09,2021,50,,Hispanic,2025-12-13 00:00:00.0000000
2023-12-02T00:00:00.000,2023-2024,33.82,2023,48,,"Black, Non-Hispanic",2025-11-29 00:00:00.0000000
2023-12-16T00:00:00.000,2023-2024,50.470000000000006,2023,50,,"Asian, Non-Hispanic",2025-12-13 00:00:00.0000000
2023-12-30T00:00:00.000,2023-2024,46.67,2023,52,,"Other, Non-Hispanic",2025-12-27 00:00:00.0000000
2023-12-23T00:00:00.000,2023-2024,51.09,2023,51,,"Asian, Non-Hispanic",2025-12-20 00:00:00.0000000
2023-12-09T00:00:00.000,2023-2024,49.61,2023,49,,"Asian, Non-Hispanic",2025-12-06 00:00:00.0000000
2023-12-02T00:00:00.000,2023-2024,47.260000000000005,2023,48,,"White, Non-Hispanic",2025-11-29 00:00:00.0000000
2021-12-25T00:00:00.000,2021-2022,31.51,2021,51,,Hispanic,2025-12-20 00:00:00.0000000
2022-09-10T00:00:00.000,2022-2023,3.44,2022,36,,Overall,2025-09-06 00:00:00.0000000
2022-09-17T00:00:00.000,2022-2023,6.64,2022,37,,Overall,2025-09-13 00:00:00.0000000
2022-09-24T00:00:00.000,2022-2023,10.65,2022,38,,Overall,2025-09-20 00:00:00.0000000
2022-10-01T00:00:00.000,2022-2023,15.310000000000002,2022,39,,Overall,2025-09-27 00:00:00.0000000
2022-08-06T00:00:00.000,2022-2023,0.0987,2022,31,,"White, Non-Hispanic",2025-08-02 00:00:00.0000000
2022-08-13T00:00:00.000,2022-2023,0.232,2022,32,,"White, Non-Hispanic",2025-08-09 00:00:00.0000000
2022-08-20T00:00:00.000,2022-2023,0.4709999999999999,2022,33,,"White, Non-Hispanic",2025-08-16 00:00:00.0000000
2022-08-27T00:00:00.000,2022-2023,0.825,2022,34,,"White, Non-Hispanic",2025-08-23 00:00:00.0000000
2022-09-03T00:00:00.000,2022-2023,1.58,2022,35,,"White, Non-Hispanic",2025-08-30 00:00:00.0000000
2022-09-10T00:00:00.000,2022-2023,3.44,2022,36,,"White, Non-Hispanic",2025-09-06 00:00:00.0000000
2022-09-17T00:00:00.000,2022-2023,6.710000000000001,2022,37,,"White, Non-Hispanic",2025-09-13 00:00:00.0000000
2022-09-24T00:00:00.000,2022-2023,10.83,2022,38,,"White, Non-Hispanic",2025-09-20 00:00:00.0000000
2022-10-01T00:00:00.000,2022-2023,15.61,2022,39,,"White, Non-Hispanic",2025-09-27 00:00:00.0000000
2022-04-23T00:00:00.000,2021-2022,51.62,2022,16,,"Other, Non-Hispanic",2026-04-18 00:00:00.0000000
2022-04-30T00:00:00.000,2021-2022,51.64,2022,17,,"Other, Non-Hispanic",2026-04-25 00:00:00.0000000
2022-05-07T00:00:00.000,2021-2022,51.65,2022,18,,"Other, Non-Hispanic",2026-05-02 00:00:00.0000000
2022-05-14T00:00:00.000,2021-2022,51.67,2022,19,,"Other, Non-Hispanic",2026-05-09 00:00:00.0000000
2022-05-21T00:00:00.000,2021-2022,51.68000000000001,2022,20,,"Other, Non-Hispanic",2026-05-16 00:00:00.0000000
2022-05-28T00:00:00.000,2021-2022,51.7,2022,21,,"Other, Non-Hispanic",2026-05-23 00:00:00.0000000
2022-01-01T00:00:00.000,2021-2022,52.41,2021,52,,"Asian, Non-Hispanic",2025-12-27 00:00:00.0000000
2022-01-08T00:00:00.000,2021-2022,52.78,2022,1,,"Asian, Non-Hispanic",2026-01-03 00:00:00.0000000
2022-01-15T00:00:00.000,2021-2022,53.09,2022,2,,"Asian, Non-Hispanic",2026-01-10 00:00:00.0000000
2022-01-22T00:00:00.000,2021-2022,53.33,2022,3,,"Asian, Non-Hispanic",2026-01-17 00:00:00.0000000
2022-01-29T00:00:00.000,2021-2022,53.54,2022,4,,"Asian, Non-Hispanic",2026-01-24 00:00:00.0000000
2022-02-05T00:00:00.000,2021-2022,53.7,2022,5,,"Asian, Non-Hispanic",2026-01-31 00:00:00.0000000
2022-02-12T00:00:00.000,2021-2022,53.86,2022,6,,"Asian, Non-Hispanic",2026-02-07 00:00:00.0000000
2022-02-19T00:00:00.000,2021-2022,53.98,2022,7,,"Asian, Non-Hispanic",2026-02-14 00:00:00.0000000
2022-02-26T00:00:00.000,2021-2022,54.08,2022,8,,"Asian, Non-Hispanic",2026-02-21 00:00:00.0000000
2022-03-05T00:00:00.000,2021-2022,54.17,2022,9,,"Asian, Non-Hispanic",2026-02-28 00:00:00.0000000
2022-03-12T00:00:00.000,2021-2022,54.24,2022,10,,"Asian, Non-Hispanic",2026-03-07 00:00:00.0000000
2022-03-19T00:00:00.000,2021-2022,54.3,2022,11,,"Asian, Non-Hispanic",2026-03-14 00:00:00.0000000
2022-03-26T00:00:00.000,2021-2022,54.34,2022,12,,"Asian, Non-Hispanic",2026-03-21 00:00:00.0000000
2022-04-02T00:00:00.000,2021-2022,54.39000000000001,2022,13,,"Asian, Non-Hispanic",2026-03-28 00:00:00.0000000
2022-04-09T00:00:00.000,2021-2022,54.41,2022,14,,"Asian, Non-Hispanic",2026-04-04 00:00:00.0000000
2022-04-16T00:00:00.000,2021-2022,54.43,2022,15,,"Asian, Non-Hispanic",2026-04-11 00:00:00.0000000
2022-04-23T00:00:00.000,2021-2022,54.45,2022,16,,"Asian, Non-Hispanic",2026-04-18 00:00:00.0000000
2022-04-30T00:00:00.000,2021-2022,54.47,2022,17,,"Asian, Non-Hispanic",2026-04-25 00:00:00.0000000
2022-05-07T00:00:00.000,2021-2022,54.48,2022,18,,"Asian, Non-Hispanic",2026-05-02 00:00:00.0000000
2022-05-14T00:00:00.000,2021-2022,54.50000000000001,2022,19,,"Asian, Non-Hispanic",2026-05-09 00:00:00.0000000
2022-05-21T00:00:00.000,2021-2022,54.510000000000005,2022,20,,"Asian, Non-Hispanic",2026-05-16 00:00:00.0000000
2022-05-28T00:00:00.000,2021-2022,54.52,2022,21,,"Asian, Non-Hispanic",2026-05-23 00:00:00.0000000
2022-01-01T00:00:00.000,2021-2022,31.85,2021,52,,Hispanic,2025-12-27 00:00:00.0000000
2022-01-08T00:00:00.000,2021-2022,32.24,2022,1,,Hispanic,2026-01-03 00:00:00.0000000
2022-01-15T00:00:00.000,2021-2022,32.59,2022,2,,Hispanic,2026-01-10 00:00:00.0000000
2022-01-22T00:00:00.000,2021-2022,32.879999999999995,2022,3,,Hispanic,2026-01-17 00:00:00.0000000
2022-01-29T00:00:00.000,2021-2022,33.129999999999995,2022,4,,Hispanic,2026-01-24 00:00:00.0000000
2022-02-05T00:00:00.000,2021-2022,33.33,2022,5,,Hispanic,2026-01-31 00:00:00.0000000
2022-02-12T00:00:00.000,2021-2022,33.51,2022,6,,Hispanic,2026-02-07 00:00:00.0000000
2022-02-19T00:00:00.000,2021-2022,33.67,2022,7,,Hispanic,2026-02-14 00:00:00.0000000
2022-02-26T00:00:00.000,2021-2022,33.800000000000004,2022,8,,Hispanic,2026-02-21 00:00:00.0000000
2022-03-05T00:00:00.000,2021-2022,33.910000000000004,2022,9,,Hispanic,2026-02-28 00:00:00.0000000
2022-03-12T00:00:00.000,2021-2022,34.0,2022,10,,Hispanic,2026-03-07 00:00:00.0000000
2022-03-19T00:00:00.000,2021-2022,34.09,2022,11,,Hispanic,2026-03-14 00:00:00.0000000
2022-03-26T00:00:00.000,2021-2022,34.160000000000004,2022,12,,Hispanic,2026-03-21 00:00:00.0000000
2022-04-02T00:00:00.000,2021-2022,34.22,2022,13,,Hispanic,2026-03-28 00:00:00.0000000
2022-04-09T00:00:00.000,2021-2022,34.260000000000005,2022,14,,Hispanic,2026-04-04 00:00:00.0000000
2022-04-16T00:00:00.000,2021-2022,34.29,2022,15,,Hispanic,2026-04-11 00:00:00.0000000
2022-04-23T00:00:00.000,2021-2022,34.32,2022,16,,Hispanic,2026-04-18 00:00:00.0000000
2022-04-30T00:00:00.000,2021-2022,34.34,2022,17,,Hispanic,2026-04-25 00:00:00.0000000
2022-05-07T00:00:00.000,2021-2022,34.36,2022,18,,Hispanic,2026-05-02 00:00:00.0000000
2022-05-14T00:00:00.000,2021-2022,34.38,2022,19,,Hispanic,2026-05-09 00:00:00.0000000
2022-05-21T00:00:00.000,2021-2022,34.4,2022,20,,Hispanic,2026-05-16 00:00:00.0000000
2022-05-28T00:00:00.000,2021-2022,34.410000000000004,2022,21,,Hispanic,2026-05-23 00:00:00.0000000
2020-03-14T00:00:00.000,2019-2020,40.64,2020,11,,"Black, Non-Hispanic",2026-03-07 00:00:00.0000000
2021-04-24T00:00:00.000,2020-2021,59.55,2021,16,,"White, Non-Hispanic",2026-04-18 00:00:00.0000000
2020-03-21T00:00:00.000,2019-2020,40.73,2020,12,,"Black, Non-Hispanic",2026-03-14 00:00:00.0000000
2020-03-28T00:00:00.000,2019-2020,40.760000000000005,2020,13,,"Black, Non-Hispanic",2026-03-21 00:00:00.0000000
2020-04-04T00:00:00.000,2019-2020,40.78,2020,14,,"Black, Non-Hispanic",2026-03-28 00:00:00.0000000
2020-04-11T00:00:00.000,2019-2020,40.8,2020,15,,"Black, Non-Hispanic",2026-04-04 00:00:00.0000000
2020-04-18T00:00:00.000,2019-2020,40.81,2020,16,,"Black, Non-Hispanic",2026-04-11 00:00:00.0000000
2020-04-25T00:00:00.000,2019-2020,40.82,2020,17,,"Black, Non-Hispanic",2026-04-18 00:00:00.0000000
2020-05-02T00:00:00.000,2019-2020,40.83,2020,18,,"Black, Non-Hispanic",2026-04-25 00:00:00.0000000
2020-05-09T00:00:00.000,2019-2020,40.84,2020,19,,"Black, Non-Hispanic",2026-05-02 00:00:00.0000000
2020-05-16T00:00:00.000,2019-2020,40.85,2020,20,,"Black, Non-Hispanic",2026-05-09 00:00:00.0000000
2020-05-23T00:00:00.000,2019-2020,40.86,2020,21,,"Black, Non-Hispanic",2026-05-16 00:00:00.0000000
2020-05-30T00:00:00.000,2019-2020,40.87,2020,22,,"Black, Non-Hispanic",2026-05-23 00:00:00.0000000
2024-01-13T00:00:00.000,2023-2024,47.4,2024,2,,"Other, Non-Hispanic",2026-01-10 00:00:00.0000000
2024-01-06T00:00:00.000,2023-2024,47.03,2024,1,,"Other, Non-Hispanic",2026-01-03 00:00:00.0000000
2024-01-06T00:00:00.000,2023-2024,51.77,2024,1,,"Asian, Non-Hispanic",2026-01-03 00:00:00.0000000
2024-01-27T00:00:00.000,2023-2024,52.62,2024,4,,"Asian, Non-Hispanic",2026-01-24 00:00:00.0000000
2024-01-13T00:00:00.000,2023-2024,52.14,2024,2,,"Asian, Non-Hispanic",2026-01-10 00:00:00.0000000
2024-01-20T00:00:00.000,2023-2024,52.39,2024,3,,"Asian, Non-Hispanic",2026-01-17 00:00:00.0000000
2024-01-06T00:00:00.000,2023-2024,36.94,2024,1,,"Black, Non-Hispanic",2026-01-03 00:00:00.0000000
2024-01-20T00:00:00.000,2023-2024,47.67,2024,3,,"Other, Non-Hispanic",2026-01-17 00:00:00.0000000
2024-01-13T00:00:00.000,2023-2024,37.34,2024,2,,"Black, Non-Hispanic",2026-01-10 00:00:00.0000000
2020-08-08T00:00:00.000,2020-2021,0.0840999999999999,2020,32,,"Black, Non-Hispanic",2025-08-02 00:00:00.0000000
2020-08-15T00:00:00.000,2020-2021,0.3429999999999999,2020,33,,"Black, Non-Hispanic",2025-08-09 00:00:00.0000000
2020-08-22T00:00:00.000,2020-2021,1.06,2020,34,,"Black, Non-Hispanic",2025-08-16 00:00:00.0000000
2020-08-29T00:00:00.000,2020-2021,2.09,2020,35,,"Black, Non-Hispanic",2025-08-23 00:00:00.0000000
2020-09-05T00:00:00.000,2020-2021,3.86,2020,36,,"Black, Non-Hispanic",2025-08-30 00:00:00.0000000
2020-09-12T00:00:00.000,2020-2021,6.36,2020,37,,"Black, Non-Hispanic",2025-09-06 00:00:00.0000000
2020-09-19T00:00:00.000,2020-2021,10.43,2020,38,,"Black, Non-Hispanic",2025-09-13 00:00:00.0000000
2020-09-26T00:00:00.000,2020-2021,14.93,2020,39,,"Black, Non-Hispanic",2025-09-20 00:00:00.0000000
2020-10-03T00:00:00.000,2020-2021,19.35,2020,40,,"Black, Non-Hispanic",2025-09-27 00:00:00.0000000
2020-10-10T00:00:00.000,2020-2021,24.06,2020,41,,"Black, Non-Hispanic",2025-10-04 00:00:00.0000000
2020-10-17T00:00:00.000,2020-2021,27.99,2020,42,,"Black, Non-Hispanic",2025-10-11 00:00:00.0000000
2020-10-24T00:00:00.000,2020-2021,31.33,2020,43,,"Black, Non-Hispanic",2025-10-18 00:00:00.0000000
2020-10-31T00:00:00.000,2020-2021,33.82,2020,44,,"Black, Non-Hispanic",2025-10-25 00:00:00.0000000
2020-11-07T00:00:00.000,2020-2021,35.6,2020,45,,"Black, Non-Hispanic",2025-11-01 00:00:00.0000000
2020-11-14T00:00:00.000,2020-2021,37.05,2020,46,,"Black, Non-Hispanic",2025-11-08 00:00:00.0000000
2021-05-01T00:00:00.000,2020-2021,59.56,2021,17,,"White, Non-Hispanic",2026-04-25 00:00:00.0000000
2021-05-08T00:00:00.000,2020-2021,59.58,2021,18,,"White, Non-Hispanic",2026-05-02 00:00:00.0000000
2021-05-15T00:00:00.000,2020-2021,59.59,2021,19,,"White, Non-Hispanic",2026-05-09 00:00:00.0000000
2021-05-22T00:00:00.000,2020-2021,59.6,2021,20,,"White, Non-Hispanic",2026-05-16 00:00:00.0000000
2021-05-29T00:00:00.000,2020-2021,59.61,2021,21,,"White, Non-Hispanic",2026-05-23 00:00:00.0000000
2021-08-07T00:00:00.000,2021-2022,0.0869,2021,31,,"White, Non-Hispanic",2025-08-02 00:00:00.0000000
2021-08-14T00:00:00.000,2021-2022,0.2419999999999999,2021,32,,"White, Non-Hispanic",2025-08-09 00:00:00.0000000
2021-08-21T00:00:00.000,2021-2022,0.595,2021,33,,"White, Non-Hispanic",2025-08-16 00:00:00.0000000
2021-08-28T00:00:00.000,2021-2022,1.14,2021,34,,"White, Non-Hispanic",2025-08-23 00:00:00.0000000
2021-09-04T00:00:00.000,2021-2022,2.22,2021,35,,"White, Non-Hispanic",2025-08-30 00:00:00.0000000
2021-09-11T00:00:00.000,2021-2022,4.12,2021,36,,"White, Non-Hispanic",2025-09-06 00:00:00.0000000
2021-09-18T00:00:00.000,2021-2022,7.439999999999999,2021,37,,"White, Non-Hispanic",2025-09-13 00:00:00.0000000
2021-09-25T00:00:00.000,2021-2022,12.09,2021,38,,"White, Non-Hispanic",2025-09-20 00:00:00.0000000
2021-10-02T00:00:00.000,2021-2022,17.97,2021,39,,"White, Non-Hispanic",2025-09-27 00:00:00.0000000
2021-04-03T00:00:00.000,2020-2021,42.56,2021,13,,"Black, Non-Hispanic",2026-03-28 00:00:00.0000000
2021-04-10T00:00:00.000,2020-2021,42.58,2021,14,,"Black, Non-Hispanic",2026-04-04 00:00:00.0000000
2021-04-17T00:00:00.000,2020-2021,42.6,2021,15,,"Black, Non-Hispanic",2026-04-11 00:00:00.0000000
2021-04-24T00:00:00.000,2020-2021,42.61,2021,16,,"Black, Non-Hispanic",2026-04-18 00:00:00.0000000
2021-05-01T00:00:00.000,2020-2021,42.63,2021,17,,"Black, Non-Hispanic",2026-04-25 00:00:00.0000000
2021-05-08T00:00:00.000,2020-2021,42.64,2021,18,,"Black, Non-Hispanic",2026-05-02 00:00:00.0000000
2021-05-15T00:00:00.000,2020-2021,42.66,2021,19,,"Black, Non-Hispanic",2026-05-09 00:00:00.0000000
2021-05-22T00:00:00.000,2020-2021,42.67,2021,20,,"Black, Non-Hispanic",2026-05-16 00:00:00.0000000
2021-05-29T00:00:00.000,2020-2021,42.68,2021,21,,"Black, Non-Hispanic",2026-05-23 00:00:00.0000000
2021-08-07T00:00:00.000,2021-2022,0.0730999999999999,2021,31,,"Black, Non-Hispanic",2025-08-02 00:00:00.0000000
2021-08-14T00:00:00.000,2021-2022,0.19,2021,32,,"Black, Non-Hispanic",2025-08-09 00:00:00.0000000
2021-08-21T00:00:00.000,2021-2022,0.4179999999999999,2021,33,,"Black, Non-Hispanic",2025-08-16 00:00:00.0000000
2021-08-28T00:00:00.000,2021-2022,0.75,2021,34,,"Black, Non-Hispanic",2025-08-23 00:00:00.0000000
2021-09-04T00:00:00.000,2021-2022,1.4,2021,35,,"Black, Non-Hispanic",2025-08-30 00:00:00.0000000
2021-09-11T00:00:00.000,2021-2022,2.6,2021,36,,"Black, Non-Hispanic",2025-09-06 00:00:00.0000000
2021-09-18T00:00:00.000,2021-2022,4.67,2021,37,,"Black, Non-Hispanic",2025-09-13 00:00:00.0000000
2021-09-25T00:00:00.000,2021-2022,7.51,2021,38,,"Black, Non-Hispanic",2025-09-20 00:00:00.0000000
2021-10-02T00:00:00.000,2021-2022,11.16,2021,39,,"Black, Non-Hispanic",2025-09-27 00:00:00.0000000
2021-04-03T00:00:00.000,2020-2021,53.54,2021,13,,"Other, Non-Hispanic",2026-03-28 00:00:00.0000000
2021-04-10T00:00:00.000,2020-2021,53.56,2021,14,,"Other, Non-Hispanic",2026-04-04 00:00:00.0000000
2021-04-17T00:00:00.000,2020-2021,53.580000000000005,2021,15,,"Other, Non-Hispanic",2026-04-11 00:00:00.0000000
2021-04-24T00:00:00.000,2020-2021,53.59,2021,16,,"Other, Non-Hispanic",2026-04-18 00:00:00.0000000
2021-05-01T00:00:00.000,2020-2021,53.61,2021,17,,"Other, Non-Hispanic",2026-04-25 00:00:00.0000000
2021-05-08T00:00:00.000,2020-2021,53.620000000000005,2021,18,,"Other, Non-Hispanic",2026-05-02 00:00:00.0000000
2021-05-15T00:00:00.000,2020-2021,53.64,2021,19,,"Other, Non-Hispanic",2026-05-09 00:00:00.0000000
2021-05-22T00:00:00.000,2020-2021,53.65,2021,20,,"Other, Non-Hispanic",2026-05-16 00:00:00.0000000
2021-05-29T00:00:00.000,2020-2021,53.66,2021,21,,"Other, Non-Hispanic",2026-05-23 00:00:00.0000000
2021-08-07T00:00:00.000,2021-2022,0.0800999999999999,2021,31,,"Other, Non-Hispanic",2025-08-02 00:00:00.0000000
2021-08-14T00:00:00.000,2021-2022,0.246,2021,32,,"Other, Non-Hispanic",2025-08-09 00:00:00.0000000
2021-08-21T00:00:00.000,2021-2022,0.681,2021,33,,"Other, Non-Hispanic",2025-08-16 00:00:00.0000000
2021-08-28T00:00:00.000,2021-2022,1.36,2021,34,,"Other, Non-Hispanic",2025-08-23 00:00:00.0000000
2021-09-04T00:00:00.000,2021-2022,2.75,2021,35,,"Other, Non-Hispanic",2025-08-30 00:00:00.0000000
2021-09-11T00:00:00.000,2021-2022,4.86,2021,36,,"Other, Non-Hispanic",2025-09-06 00:00:00.0000000
2021-09-18T00:00:00.000,2021-2022,8.25,2021,37,,"Other, Non-Hispanic",2025-09-13 00:00:00.0000000
2021-09-25T00:00:00.000,2021-2022,12.72,2021,38,,"Other, Non-Hispanic",2025-09-20 00:00:00.0000000
2021-10-02T00:00:00.000,2021-2022,18.24,2021,39,,"Other, Non-Hispanic",2025-09-27 00:00:00.0000000
2021-04-03T00:00:00.000,2020-2021,56.95,2021,13,,"Asian, Non-Hispanic",2026-03-28 00:00:00.0000000
2021-04-10T00:00:00.000,2020-2021,56.97,2021,14,,"Asian, Non-Hispanic",2026-04-04 00:00:00.0000000
2021-04-17T00:00:00.000,2020-2021,56.98,2021,15,,"Asian, Non-Hispanic",2026-04-11 00:00:00.0000000
2021-04-24T00:00:00.000,2020-2021,56.99999999999999,2021,16,,"Asian, Non-Hispanic",2026-04-18 00:00:00.0000000
2021-05-01T00:00:00.000,2020-2021,57.010000000000005,2021,17,,"Asian, Non-Hispanic",2026-04-25 00:00:00.0000000
2021-05-08T00:00:00.000,2020-2021,57.02,2021,18,,"Asian, Non-Hispanic",2026-05-02 00:00:00.0000000
2021-05-15T00:00:00.000,2020-2021,57.03,2021,19,,"Asian, Non-Hispanic",2026-05-09 00:00:00.0000000
2021-05-22T00:00:00.000,2020-2021,57.03,2021,20,,"Asian, Non-Hispanic",2026-05-16 00:00:00.0000000
2021-05-29T00:00:00.000,2020-2021,57.04,2021,21,,"Asian, Non-Hispanic",2026-05-23 00:00:00.0000000
2021-08-07T00:00:00.000,2021-2022,0.0841999999999999,2021,31,,"Asian, Non-Hispanic",2025-08-02 00:00:00.0000000
2021-08-14T00:00:00.000,2021-2022,0.2769999999999999,2021,32,,"Asian, Non-Hispanic",2025-08-09 00:00:00.0000000
2021-08-21T00:00:00.000,2021-2022,0.749,2021,33,,"Asian, Non-Hispanic",2025-08-16 00:00:00.0000000
2021-08-28T00:00:00.000,2021-2022,1.5699999999999998,2021,34,,"Asian, Non-Hispanic",2025-08-23 00:00:00.0000000
2021-09-04T00:00:00.000,2021-2022,3.2300000000000004,2021,35,,"Asian, Non-Hispanic",2025-08-30 00:00:00.0000000
2021-09-11T00:00:00.000,2021-2022,5.88,2021,36,,"Asian, Non-Hispanic",2025-09-06 00:00:00.0000000
2021-09-18T00:00:00.000,2021-2022,10.09,2021,37,,"Asian, Non-Hispanic",2025-09-13 00:00:00.0000000
2021-09-25T00:00:00.000,2021-2022,15.1,2021,38,,"Asian, Non-Hispanic",2025-09-20 00:00:00.0000000
2021-10-02T00:00:00.000,2021-2022,21.0,2021,39,,"Asian, Non-Hispanic",2025-09-27 00:00:00.0000000
2021-04-03T00:00:00.000,2020-2021,37.1,2021,13,,Hispanic,2026-03-28 00:00:00.0000000
2021-04-10T00:00:00.000,2020-2021,37.12,2021,14,,Hispanic,2026-04-04 00:00:00.0000000
2021-04-17T00:00:00.000,2020-2021,37.14,2021,15,,Hispanic,2026-04-11 00:00:00.0000000
2021-04-24T00:00:00.000,2020-2021,37.16,2021,16,,Hispanic,2026-04-18 00:00:00.0000000
2022-08-06T00:00:00.000,2022-2023,0.0985999999999999,2022,31,,Overall,2025-08-02 00:00:00.0000000
2022-08-13T00:00:00.000,2022-2023,0.233,2022,32,,Overall,2025-08-09 00:00:00.0000000
2022-08-20T00:00:00.000,2022-2023,0.478,2022,33,,Overall,2025-08-16 00:00:00.0000000
2022-08-06T00:00:00.000,2022-2023,0.0876,2022,31,,"Black, Non-Hispanic",2025-08-02 00:00:00.0000000
2022-08-13T00:00:00.000,2022-2023,0.2089999999999999,2022,32,,"Black, Non-Hispanic",2025-08-09 00:00:00.0000000
2022-08-20T00:00:00.000,2022-2023,0.4129999999999999,2022,33,,"Black, Non-Hispanic",2025-08-16 00:00:00.0000000
2022-08-27T00:00:00.000,2022-2023,0.7009999999999998,2022,34,,"Black, Non-Hispanic",2025-08-23 00:00:00.0000000
2022-09-03T00:00:00.000,2022-2023,1.26,2022,35,,"Black, Non-Hispanic",2025-08-30 00:00:00.0000000
2022-09-10T00:00:00.000,2022-2023,2.55,2022,36,,"Black, Non-Hispanic",2025-09-06 00:00:00.0000000
2022-09-17T00:00:00.000,2022-2023,4.82,2022,37,,"Black, Non-Hispanic",2025-09-13 00:00:00.0000000
2022-09-24T00:00:00.000,2022-2023,7.679999999999999,2022,38,,"Black, Non-Hispanic",2025-09-20 00:00:00.0000000
2022-10-01T00:00:00.000,2022-2023,11.06,2022,39,,"Black, Non-Hispanic",2025-09-27 00:00:00.0000000
2022-08-06T00:00:00.000,2022-2023,0.0951,2022,31,,"Other, Non-Hispanic",2025-08-02 00:00:00.0000000
2022-08-13T00:00:00.000,2022-2023,0.231,2022,32,,"Other, Non-Hispanic",2025-08-09 00:00:00.0000000
2022-08-20T00:00:00.000,2022-2023,0.593,2022,33,,"Other, Non-Hispanic",2025-08-16 00:00:00.0000000
2022-08-27T00:00:00.000,2022-2023,1.13,2022,34,,"Other, Non-Hispanic",2025-08-23 00:00:00.0000000
2022-09-03T00:00:00.000,2022-2023,2.21,2022,35,,"Other, Non-Hispanic",2025-08-30 00:00:00.0000000
2022-09-10T00:00:00.000,2022-2023,4.33,2022,36,,"Other, Non-Hispanic",2025-09-06 00:00:00.0000000
2022-09-17T00:00:00.000,2022-2023,7.8,2022,37,,"Other, Non-Hispanic",2025-09-13 00:00:00.0000000
2022-09-24T00:00:00.000,2022-2023,11.84,2022,38,,"Other, Non-Hispanic",2025-09-20 00:00:00.0000000
2022-10-01T00:00:00.000,2022-2023,16.39,2022,39,,"Other, Non-Hispanic",2025-09-27 00:00:00.0000000
2022-08-06T00:00:00.000,2022-2023,0.1369999999999999,2022,31,,"Asian, Non-Hispanic",2025-08-02 00:00:00.0000000
2022-08-13T00:00:00.000,2022-2023,0.3469999999999999,2022,32,,"Asian, Non-Hispanic",2025-08-09 00:00:00.0000000
2022-08-20T00:00:00.000,2022-2023,0.803,2022,33,,"Asian, Non-Hispanic",2025-08-16 00:00:00.0000000
