week_ending,influenza_season,estimate,mmwr_year,mmwr_week,as_of_date,race_and_ethnicity,current_season_week_ending_label
2022-10-29T00:00:00.000,2022-2023,39.53,2022,43,,"Asian, Non-Hispanic",2025-10-25 00:00:00.0000000
2022-11-05T00:00:00.000,2022-2023,42.73,2022,44,,"Asian, Non-Hispanic",2025-11-01 00:00:00.0000000
2022-11-12T00:00:00.000,2022-2023,45.18,2022,45,,"Asian, Non-Hispanic",2025-11-08 00:00:00.0000000
2022-11-19T00:00:00.000,2022-2023,47.23,2022,46,,"Asian, Non-Hispanic",2025-11-15 00:00:00.0000000
2022-11-26T00:00:00.000,2022-2023,48.3,2022,47,,"Asian, Non-Hispanic",2025-11-22 00:00:00.0000000
2022-12-03T00:00:00.000,2022-2023,49.55,2022,48,,"Asian, Non-Hispanic",2025-11-29 00:00:00.0000000
2019-08-24T00:00:00.000,2019-2020,0.8840000000000001,2019,34,,"White, Non-Hispanic",2025-08-16 00:00:00.0000000
2019-08-31T00:00:00.000,2019-2020,1.59,2019,35,,"White, Non-Hispanic",2025-08-23 00:00:00.0000000
2019-09-07T00:00:00.000,2019-2020,2.78,2019,36,,"White, Non-Hispanic",2025-08-30 00:00:00.0000000
2019-09-14T00:00:00.000,2019-2020,5.18,2019,37,,"White, Non-Hispanic",2025-09-06 00:00:00.0000000
2019-09-21T00:00:00.000,2019-2020,8.83,2019,38,,"White, Non-Hispanic",2025-09-13 00:00:00.0000000
2019-09-28T00:00:00.000,2019-2020,13.91,2019,39,,"White, Non-Hispanic",2025-09-20 00:00:00.0000000
2019-10-05T00:00:00.000,2019-2020,20.58,2019,40,,"White, Non-Hispanic",2025-09-27 00:00:00.0000000
2019-10-12T00:00:00.000,2019-2020,27.700000000000003,2019,41,,"White, Non-Hispanic",2025-10-04 00:00:00.0000000
2019-10-19T00:00:00.000,2019-2020,34.18,2019,42,,"White, Non-Hispanic",2025-10-11 00:00:00.0000000
2019-10-26T00:00:00.000,2019-2020,39.96,2019,43,,"White, Non-Hispanic",2025-10-18 00:00:00.0000000
2019-11-02T00:00:00.000,2019-2020,44.14,2019,44,,"White, Non-Hispanic",2025-10-25 00:00:00.0000000
2019-11-09T00:00:00.000,2019-2020,47.29,2019,45,,"White, Non-Hispanic",2025-11-01 00:00:00.0000000
2019-11-16T00:00:00.000,2019-2020,49.58,2019,46,,"White, Non-Hispanic",2025-11-08 00:00:00.0000000
2019-11-23T00:00:00.000,2019-2020,51.49,2019,47,,"White, Non-Hispanic",2025-11-15 00:00:00.0000000
2019-11-30T00:00:00.000,2019-2020,52.34,2019,48,,"White, Non-Hispanic",2025-11-22 00:00:00.0000000
2019-12-07T00:00:00.000,2019-2020,53.45,2019,49,,"White, Non-Hispanic",2025-11-29 00:00:00.0000000
2019-12-14T00:00:00.000,2019-2020,54.41,2019,50,,"White, Non-Hispanic",2025-12-06 00:00:00.0000000
2019-12-21T00:00:00.000,2019-2020,55.13,2019,51,,"White, Non-Hispanic",2025-12-13 00:00:00.0000000
2019-12-28T00:00:00.000,2019-2020,55.41,2019,52,,"White, Non-Hispanic",2025-12-20 00:00:00.0000000
2020-01-04T00:00:00.000,2019-2020,55.7,2020,1,,"White, Non-Hispanic",2025-12-27 00:00:00.0000000
2020-01-11T00:00:00.000,2019-2020,56.15,2020,2,,"White, Non-Hispanic",2026-01-03 00:00:00.0000000
2021-10-02T00:00:00.000,2021-2022,9.97,2021,39,,Hispanic,2025-09-27 00:00:00.0000000
2020-01-18T00:00:00.000,2019-2020,56.49999999999999,2020,3,,"White, Non-Hispanic",2026-01-10 00:00:00.0000000
2020-01-25T00:00:00.000,2019-2020,56.76,2020,4,,"White, Non-Hispanic",2026-01-17 00:00:00.0000000
2020-02-01T00:00:00.000,2019-2020,56.99999999999999,2020,5,,"White, Non-Hispanic",2026-01-24 00:00:00.0000000
2020-02-08T00:00:00.000,2019-2020,57.19,2020,6,,"White, Non-Hispanic",2026-01-31 00:00:00.0000000
2020-02-15T00:00:00.000,2019-2020,57.34,2020,7,,"White, Non-Hispanic",2026-02-07 00:00:00.0000000
2020-02-22T00:00:00.000,2019-2020,57.47,2020,8,,"White, Non-Hispanic",2026-02-14 00:00:00.0000000
2020-02-29T00:00:00.000,2019-2020,57.620000000000005,2020,9,,"White, Non-Hispanic",2026-02-21 00:00:00.0000000
2020-03-07T00:00:00.000,2019-2020,57.78,2020,10,,"White, Non-Hispanic",2026-02-28 00:00:00.0000000
2020-03-14T00:00:00.000,2019-2020,57.92,2020,11,,"White, Non-Hispanic",2026-03-07 00:00:00.0000000
2020-03-21T00:00:00.000,2019-2020,57.98,2020,12,,"White, Non-Hispanic",2026-03-14 00:00:00.0000000
2020-03-28T00:00:00.000,2019-2020,57.99999999999999,2020,13,,"White, Non-Hispanic",2026-03-21 00:00:00.0000000
2020-04-04T00:00:00.000,2019-2020,58.02,2020,14,,"White, Non-Hispanic",2026-03-28 00:00:00.0000000
2020-04-11T00:00:00.000,2019-2020,58.02,2020,15,,"White, Non-Hispanic",2026-04-04 00:00:00.0000000
2020-03-07T00:00:00.000,2019-2020,40.48,2020,10,,"Black, Non-Hispanic",2026-02-28 00:00:00.0000000
2020-01-25T00:00:00.000,2019-2020,50.73,2020,4,,"Other, Non-Hispanic",2026-01-17 00:00:00.0000000
2020-02-01T00:00:00.000,2019-2020,51.03,2020,5,,"Other, Non-Hispanic",2026-01-24 00:00:00.0000000
2020-02-08T00:00:00.000,2019-2020,51.3,2020,6,,"Other, Non-Hispanic",2026-01-31 00:00:00.0000000
2020-02-15T00:00:00.000,2019-2020,51.51,2020,7,,"Other, Non-Hispanic",2026-02-07 00:00:00.0000000
2020-02-22T00:00:00.000,2019-2020,51.67,2020,8,,"Other, Non-Hispanic",2026-02-14 00:00:00.0000000
2020-02-29T00:00:00.000,2019-2020,51.870000000000005,2020,9,,"Other, Non-Hispanic",2026-02-21 00:00:00.0000000
2020-03-07T00:00:00.000,2019-2020,52.07000000000001,2020,10,,"Other, Non-Hispanic",2026-02-28 00:00:00.0000000
2020-03-14T00:00:00.000,2019-2020,52.27,2020,11,,"Other, Non-Hispanic",2026-03-07 00:00:00.0000000
2020-03-21T00:00:00.000,2019-2020,52.34,2020,12,,"Other, Non-Hispanic",2026-03-14 00:00:00.0000000
2024-09-28T00:00:00.000,2024-2025,14.99,2024,39,,Overall,2025-09-27 00:00:00.0000000
2024-08-24T00:00:00.000,2024-2025,0.8009999999999999,2024,34,,Hispanic,2025-08-23 00:00:00.0000000
2024-09-14T00:00:00.000,2024-2025,6.75,2024,37,,"White, Non-Hispanic",2025-09-13 00:00:00.0000000
2024-09-21T00:00:00.000,2024-2025,10.61,2024,38,,Overall,2025-09-20 00:00:00.0000000
2020-03-28T00:00:00.000,2019-2020,52.370000000000005,2020,13,,"Other, Non-Hispanic",2026-03-21 00:00:00.0000000
2020-04-04T00:00:00.000,2019-2020,52.39,2020,14,,"Other, Non-Hispanic",2026-03-28 00:00:00.0000000
2020-04-11T00:00:00.000,2019-2020,52.400000000000006,2020,15,,"Other, Non-Hispanic",2026-04-04 00:00:00.0000000
2020-04-18T00:00:00.000,2019-2020,52.400000000000006,2020,16,,"Other, Non-Hispanic",2026-04-11 00:00:00.0000000
2020-04-25T00:00:00.000,2019-2020,52.41,2020,17,,"Other, Non-Hispanic",2026-04-18 00:00:00.0000000
2020-05-02T00:00:00.000,2019-2020,52.42,2020,18,,"Other, Non-Hispanic",2026-04-25 00:00:00.0000000
2020-05-09T00:00:00.000,2019-2020,52.43,2020,19,,"Other, Non-Hispanic",2026-05-02 00:00:00.0000000
2020-05-16T00:00:00.000,2019-2020,52.44,2020,20,,"Other, Non-Hispanic",2026-05-09 00:00:00.0000000
2020-05-23T00:00:00.000,2019-2020,52.45,2020,21,,"Other, Non-Hispanic",2026-05-16 00:00:00.0000000
2020-05-30T00:00:00.000,2019-2020,52.45,2020,22,,"Other, Non-Hispanic",2026-05-23 00:00:00.0000000
2020-08-08T00:00:00.000,2020-2021,0.0836,2020,32,,"Other, Non-Hispanic",2025-08-02 00:00:00.0000000
2020-08-15T00:00:00.000,2020-2021,0.489,2020,33,,"Other, Non-Hispanic",2025-08-09 00:00:00.0000000
2020-08-22T00:00:00.000,2020-2021,1.66,2020,34,,"Other, Non-Hispanic",2025-08-16 00:00:00.0000000
2020-08-29T00:00:00.000,2020-2021,3.49,2020,35,,"Other, Non-Hispanic",2025-08-23 00:00:00.0000000
2020-09-05T00:00:00.000,2020-2021,6.29,2020,36,,"Other, Non-Hispanic",2025-08-30 00:00:00.0000000
2020-09-12T00:00:00.000,2020-2021,10.04,2020,37,,"Other, Non-Hispanic",2025-09-06 00:00:00.0000000
2020-09-19T00:00:00.000,2020-2021,15.52,2020,38,,"Other, Non-Hispanic",2025-09-13 00:00:00.0000000
2020-09-26T00:00:00.000,2020-2021,21.5,2020,39,,"Other, Non-Hispanic",2025-09-20 00:00:00.0000000
2020-10-03T00:00:00.000,2020-2021,27.64,2020,40,,"Other, Non-Hispanic",2025-09-27 00:00:00.0000000
2020-10-10T00:00:00.000,2020-2021,33.900000000000006,2020,41,,"Other, Non-Hispanic",2025-10-04 00:00:00.0000000
2020-10-17T00:00:00.000,2020-2021,38.88,2020,42,,"Other, Non-Hispanic",2025-10-11 00:00:00.0000000
2020-10-24T00:00:00.000,2020-2021,42.92,2020,43,,"Other, Non-Hispanic",2025-10-18 00:00:00.0000000
2020-10-31T00:00:00.000,2020-2021,45.73,2020,44,,"Other, Non-Hispanic",2025-10-25 00:00:00.0000000
2020-11-07T00:00:00.000,2020-2021,47.59,2020,45,,"Other, Non-Hispanic",2025-11-01 00:00:00.0000000
2020-11-14T00:00:00.000,2020-2021,49.01,2020,46,,"Other, Non-Hispanic",2025-11-08 00:00:00.0000000
2020-11-21T00:00:00.000,2020-2021,50.18,2020,47,,"Other, Non-Hispanic",2025-11-15 00:00:00.0000000
2022-01-01T00:00:00.000,2021-2022,51.96,2021,52,,Overall,2025-12-27 00:00:00.0000000
2022-01-08T00:00:00.000,2021-2022,52.34,2022,1,,Overall,2026-01-03 00:00:00.0000000
2022-01-15T00:00:00.000,2021-2022,52.68000000000001,2022,2,,Overall,2026-01-10 00:00:00.0000000
2022-01-22T00:00:00.000,2021-2022,52.92,2022,3,,Overall,2026-01-17 00:00:00.0000000
2023-03-04T00:00:00.000,2022-2023,32.9,2023,9,,Hispanic,2026-02-28 00:00:00.0000000
2023-04-01T00:00:00.000,2022-2023,54.400000000000006,2023,13,,Overall,2026-03-28 00:00:00.0000000
2023-03-18T00:00:00.000,2022-2023,33.07,2023,11,,Hispanic,2026-03-14 00:00:00.0000000
2023-03-11T00:00:00.000,2022-2023,32.99,2023,10,,Hispanic,2026-03-07 00:00:00.0000000
2023-04-01T00:00:00.000,2022-2023,33.19,2023,13,,Hispanic,2026-03-28 00:00:00.0000000
2023-03-04T00:00:00.000,2022-2023,54.22,2023,9,,"Asian, Non-Hispanic",2026-02-28 00:00:00.0000000
2023-03-04T00:00:00.000,2022-2023,52.43,2023,9,,"Other, Non-Hispanic",2026-02-28 00:00:00.0000000
2023-03-25T00:00:00.000,2022-2023,33.129999999999995,2023,12,,Hispanic,2026-03-21 00:00:00.0000000
2023-03-11T00:00:00.000,2022-2023,54.28,2023,10,,"Asian, Non-Hispanic",2026-03-07 00:00:00.0000000
2023-03-25T00:00:00.000,2022-2023,54.39000000000001,2023,12,,"Asian, Non-Hispanic",2026-03-21 00:00:00.0000000
2023-03-18T00:00:00.000,2022-2023,54.34,2023,11,,"Asian, Non-Hispanic",2026-03-14 00:00:00.0000000
2023-04-01T00:00:00.000,2022-2023,54.43,2023,13,,"Asian, Non-Hispanic",2026-03-28 00:00:00.0000000
2023-04-01T00:00:00.000,2022-2023,55.83,2023,13,,"White, Non-Hispanic",2026-03-28 00:00:00.0000000
2023-04-01T00:00:00.000,2022-2023,52.66,2023,13,,"Other, Non-Hispanic",2026-03-28 00:00:00.0000000
2023-03-25T00:00:00.000,2022-2023,52.61,2023,12,,"Other, Non-Hispanic",2026-03-21 00:00:00.0000000
2023-03-04T00:00:00.000,2022-2023,40.84,2023,9,,"Black, Non-Hispanic",2026-02-28 00:00:00.0000000
2023-03-18T00:00:00.000,2022-2023,52.56,2023,11,,"Other, Non-Hispanic",2026-03-14 00:00:00.0000000
2023-03-11T00:00:00.000,2022-2023,40.91,2023,10,,"Black, Non-Hispanic",2026-03-07 00:00:00.0000000
2023-03-11T00:00:00.000,2022-2023,52.51,2023,10,,"Other, Non-Hispanic",2026-03-07 00:00:00.0000000
2023-04-29T00:00:00.000,2022-2023,52.74,2023,17,,"Other, Non-Hispanic",2026-04-25 00:00:00.0000000
2023-04-15T00:00:00.000,2022-2023,41.1,2023,15,,"Black, Non-Hispanic",2026-04-11 00:00:00.0000000
2023-04-15T00:00:00.000,2022-2023,52.7,2023,15,,"Other, Non-Hispanic",2026-04-11 00:00:00.0000000
2023-04-08T00:00:00.000,2022-2023,41.08,2023,14,,"Black, Non-Hispanic",2026-04-04 00:00:00.0000000
2023-04-08T00:00:00.000,2022-2023,52.68000000000001,2023,14,,"Other, Non-Hispanic",2026-04-04 00:00:00.0000000
2023-04-22T00:00:00.000,2022-2023,52.72,2023,16,,"Other, Non-Hispanic",2026-04-18 00:00:00.0000000
2023-04-08T00:00:00.000,2022-2023,54.46,2023,14,,"Asian, Non-Hispanic",2026-04-04 00:00:00.0000000
2023-04-29T00:00:00.000,2022-2023,41.120000000000005,2023,17,,"Black, Non-Hispanic",2026-04-25 00:00:00.0000000
2023-04-22T00:00:00.000,2022-2023,41.11,2023,16,,"Black, Non-Hispanic",2026-04-18 00:00:00.0000000
2023-04-15T00:00:00.000,2022-2023,54.48,2023,15,,"Asian, Non-Hispanic",2026-04-11 00:00:00.0000000
2023-04-08T00:00:00.000,2022-2023,54.41,2023,14,,Overall,2026-04-04 00:00:00.0000000
2023-04-22T00:00:00.000,2022-2023,54.50000000000001,2023,16,,"Asian, Non-Hispanic",2026-04-18 00:00:00.0000000
2023-04-29T00:00:00.000,2022-2023,54.45,2023,17,,Overall,2026-04-25 00:00:00.0000000
2023-04-15T00:00:00.000,2022-2023,54.43,2023,15,,Overall,2026-04-11 00:00:00.0000000
2023-04-29T00:00:00.000,2022-2023,54.510000000000005,2023,17,,"Asian, Non-Hispanic",2026-04-25 00:00:00.0000000
2023-04-22T00:00:00.000,2022-2023,54.44,2023,16,,Overall,2026-04-18 00:00:00.0000000
2023-04-08T00:00:00.000,2022-2023,33.22,2023,14,,Hispanic,2026-04-04 00:00:00.0000000
2023-04-22T00:00:00.000,2022-2023,33.28,2023,16,,Hispanic,2026-04-18 00:00:00.0000000
2023-04-15T00:00:00.000,2022-2023,33.25,2023,15,,Hispanic,2026-04-11 00:00:00.0000000
2023-04-15T00:00:00.000,2022-2023,55.86,2023,15,,"White, Non-Hispanic",2026-04-11 00:00:00.0000000
2023-04-08T00:00:00.000,2022-2023,55.85,2023,14,,"White, Non-Hispanic",2026-04-04 00:00:00.0000000
2023-04-29T00:00:00.000,2022-2023,33.300000000000004,2023,17,,Hispanic,2026-04-25 00:00:00.0000000
2023-04-29T00:00:00.000,2022-2023,55.88,2023,17,,"White, Non-Hispanic",2026-04-25 00:00:00.0000000
2023-04-22T00:00:00.000,2022-2023,55.87,2023,16,,"White, Non-Hispanic",2026-04-18 00:00:00.0000000
2023-05-20T00:00:00.000,2022-2023,54.54,2023,20,,"Asian, Non-Hispanic",2026-05-16 00:00:00.0000000
2023-05-06T00:00:00.000,2022-2023,52.75,2023,18,,"Other, Non-Hispanic",2026-05-02 00:00:00.0000000
2023-05-13T00:00:00.000,2022-2023,54.53,2023,19,,"Asian, Non-Hispanic",2026-05-09 00:00:00.0000000
2024-09-21T00:00:00.000,2024-2025,10.63,2024,38,,"White, Non-Hispanic",2025-09-20 00:00:00.0000000
2024-08-03T00:00:00.000,2024-2025,0.0746,2024,31,,"Asian, Non-Hispanic",2025-08-02 00:00:00.0000000
2024-08-17T00:00:00.000,2024-2025,0.4139999999999999,2024,33,,Hispanic,2025-08-16 00:00:00.0000000
2024-09-07T00:00:00.000,2024-2025,3.65,2024,36,,"White, Non-Hispanic",2025-09-06 00:00:00.0000000
2023-05-27T00:00:00.000,2022-2023,54.55,2023,21,,"Asian, Non-Hispanic",2026-05-23 00:00:00.0000000
2023-05-06T00:00:00.000,2022-2023,41.14,2023,18,,"Black, Non-Hispanic",2026-05-02 00:00:00.0000000
2023-05-20T00:00:00.000,2022-2023,41.16,2023,20,,"Black, Non-Hispanic",2026-05-16 00:00:00.0000000
2023-05-20T00:00:00.000,2022-2023,52.77,2023,20,,"Other, Non-Hispanic",2026-05-16 00:00:00.0000000
2023-05-06T00:00:00.000,2022-2023,54.52,2023,18,,"Asian, Non-Hispanic",2026-05-02 00:00:00.0000000
2023-05-13T00:00:00.000,2022-2023,52.76,2023,19,,"Other, Non-Hispanic",2026-05-09 00:00:00.0000000
2023-05-13T00:00:00.000,2022-2023,41.15,2023,19,,"Black, Non-Hispanic",2026-05-09 00:00:00.0000000
2023-05-27T00:00:00.000,2022-2023,52.78,2023,21,,"Other, Non-Hispanic",2026-05-23 00:00:00.0000000
2023-05-13T00:00:00.000,2022-2023,54.47,2023,19,,Overall,2026-05-09 00:00:00.0000000
2023-05-13T00:00:00.000,2022-2023,55.900000000000006,2023,19,,"White, Non-Hispanic",2026-05-09 00:00:00.0000000
2023-05-27T00:00:00.000,2022-2023,41.17,2023,21,,"Black, Non-Hispanic",2026-05-23 00:00:00.0000000
2023-05-06T00:00:00.000,2022-2023,54.46,2023,18,,Overall,2026-05-02 00:00:00.0000000
2023-05-06T00:00:00.000,2022-2023,55.88999999999999,2023,18,,"White, Non-Hispanic",2026-05-02 00:00:00.0000000
2023-05-20T00:00:00.000,2022-2023,55.91,2023,20,,"White, Non-Hispanic",2026-05-16 00:00:00.0000000
2023-05-27T00:00:00.000,2022-2023,54.49,2023,21,,Overall,2026-05-23 00:00:00.0000000
2023-05-20T00:00:00.000,2022-2023,54.48,2023,20,,Overall,2026-05-16 00:00:00.0000000
2023-05-27T00:00:00.000,2022-2023,55.92,2023,21,,"White, Non-Hispanic",2026-05-23 00:00:00.0000000
2023-05-06T00:00:00.000,2022-2023,33.31,2023,18,,Hispanic,2026-05-02 00:00:00.0000000
2023-05-13T00:00:00.000,2022-2023,33.32,2023,19,,Hispanic,2026-05-09 00:00:00.0000000
2023-05-20T00:00:00.000,2022-2023,33.33,2023,20,,Hispanic,2026-05-16 00:00:00.0000000
2023-05-27T00:00:00.000,2022-2023,33.35,2023,21,,Hispanic,2026-05-23 00:00:00.0000000
2022-10-08T00:00:00.000,2022-2023,11.96,2022,40,,Hispanic,2025-10-04 00:00:00.0000000
2022-10-15T00:00:00.000,2022-2023,15.38,2022,41,,Hispanic,2025-10-11 00:00:00.0000000
2022-10-22T00:00:00.000,2022-2023,18.44,2022,42,,Hispanic,2025-10-18 00:00:00.0000000
2022-10-29T00:00:00.000,2022-2023,21.23,2022,43,,Hispanic,2025-10-25 00:00:00.0000000
2022-11-05T00:00:00.000,2022-2023,23.34,2022,44,,Hispanic,2025-11-01 00:00:00.0000000
2022-11-12T00:00:00.000,2022-2023,25.05,2022,45,,Hispanic,2025-11-08 00:00:00.0000000
2022-11-19T00:00:00.000,2022-2023,26.63,2022,46,,Hispanic,2025-11-15 00:00:00.0000000
2022-11-26T00:00:00.000,2022-2023,27.44,2022,47,,Hispanic,2025-11-22 00:00:00.0000000
2022-12-03T00:00:00.000,2022-2023,28.5,2022,48,,Hispanic,2025-11-29 00:00:00.0000000
2023-08-12T00:00:00.000,2023-2024,0.313,2023,32,,"Other, Non-Hispanic",2025-08-09 00:00:00.0000000
2023-08-19T00:00:00.000,2023-2024,0.98,2023,33,,"Asian, Non-Hispanic",2025-08-16 00:00:00.0000000
2023-08-05T00:00:00.000,2023-2024,0.0676999999999999,2023,31,,"Black, Non-Hispanic",2025-08-02 00:00:00.0000000
2023-08-05T00:00:00.000,2023-2024,0.0792999999999999,2023,31,,"Other, Non-Hispanic",2025-08-02 00:00:00.0000000
2023-09-30T00:00:00.000,2023-2024,15.4,2023,39,,"White, Non-Hispanic",2025-09-27 00:00:00.0000000
2023-09-09T00:00:00.000,2023-2024,6.38,2023,36,,"Asian, Non-Hispanic",2025-09-06 00:00:00.0000000
2023-09-30T00:00:00.000,2023-2024,16.619999999999997,2023,39,,"Other, Non-Hispanic",2025-09-27 00:00:00.0000000
2023-08-12T00:00:00.000,2023-2024,0.223,2023,32,,"Black, Non-Hispanic",2025-08-09 00:00:00.0000000
2023-08-26T00:00:00.000,2023-2024,0.8469999999999999,2023,34,,"Black, Non-Hispanic",2025-08-23 00:00:00.0000000
2023-09-02T00:00:00.000,2023-2024,3.61,2023,35,,"Asian, Non-Hispanic",2025-08-30 00:00:00.0000000
2023-09-23T00:00:00.000,2023-2024,11.96,2023,38,,"Other, Non-Hispanic",2025-09-20 00:00:00.0000000
2023-08-19T00:00:00.000,2023-2024,0.4819999999999999,2023,33,,"Black, Non-Hispanic",2025-08-16 00:00:00.0000000
2023-09-02T00:00:00.000,2023-2024,1.53,2023,35,,"Black, Non-Hispanic",2025-08-30 00:00:00.0000000
2023-09-02T00:00:00.000,2023-2024,2.5,2023,35,,"Other, Non-Hispanic",2025-08-30 00:00:00.0000000
2023-09-16T00:00:00.000,2023-2024,7.81,2023,37,,"Other, Non-Hispanic",2025-09-13 00:00:00.0000000
2023-08-12T00:00:00.000,2023-2024,0.2429999999999999,2023,32,,Overall,2025-08-09 00:00:00.0000000
2023-09-16T00:00:00.000,2023-2024,10.59,2023,37,,"Asian, Non-Hispanic",2025-09-13 00:00:00.0000000
2023-09-30T00:00:00.000,2023-2024,20.58,2023,39,,"Asian, Non-Hispanic",2025-09-27 00:00:00.0000000
2023-09-09T00:00:00.000,2023-2024,2.8000000000000003,2023,36,,"Black, Non-Hispanic",2025-09-06 00:00:00.0000000
2023-08-19T00:00:00.000,2023-2024,0.547,2023,33,,Overall,2025-08-16 00:00:00.0000000
2023-09-09T00:00:00.000,2023-2024,4.53,2023,36,,"Other, Non-Hispanic",2025-09-06 00:00:00.0000000
2023-08-05T00:00:00.000,2023-2024,0.0681999999999999,2023,31,,Overall,2025-08-02 00:00:00.0000000
2023-09-23T00:00:00.000,2023-2024,15.4,2023,38,,"Asian, Non-Hispanic",2025-09-20 00:00:00.0000000
2023-09-16T00:00:00.000,2023-2024,5.0200000000000005,2023,37,,"Black, Non-Hispanic",2025-09-13 00:00:00.0000000
2023-08-26T00:00:00.000,2023-2024,1.0,2023,34,,Overall,2025-08-23 00:00:00.0000000
2023-08-26T00:00:00.000,2023-2024,0.979,2023,34,,"White, Non-Hispanic",2025-08-23 00:00:00.0000000
2023-09-09T00:00:00.000,2023-2024,3.4000000000000004,2023,36,,"White, Non-Hispanic",2025-09-06 00:00:00.0000000
2023-09-23T00:00:00.000,2023-2024,8.0,2023,38,,"Black, Non-Hispanic",2025-09-20 00:00:00.0000000
2023-09-02T00:00:00.000,2023-2024,1.83,2023,35,,Overall,2025-08-30 00:00:00.0000000
2023-09-02T00:00:00.000,2023-2024,1.79,2023,35,,"White, Non-Hispanic",2025-08-30 00:00:00.0000000
2023-09-09T00:00:00.000,2023-2024,3.46,2023,36,,Overall,2025-09-06 00:00:00.0000000
2023-09-23T00:00:00.000,2023-2024,10.38,2023,38,,Overall,2025-09-20 00:00:00.0000000
2023-09-16T00:00:00.000,2023-2024,6.3,2023,37,,"White, Non-Hispanic",2025-09-13 00:00:00.0000000
2023-09-30T00:00:00.000,2023-2024,11.43,2023,39,,"Black, Non-Hispanic",2025-09-27 00:00:00.0000000
2023-08-05T00:00:00.000,2023-2024,0.0831999999999999,2023,31,,Hispanic,2025-08-02 00:00:00.0000000
2023-09-16T00:00:00.000,2023-2024,6.34,2023,37,,Overall,2025-09-13 00:00:00.0000000
2023-09-23T00:00:00.000,2023-2024,10.41,2023,38,,"White, Non-Hispanic",2025-09-20 00:00:00.0000000
2023-08-12T00:00:00.000,2023-2024,0.2909999999999999,2023,32,,Hispanic,2025-08-09 00:00:00.0000000
2023-09-02T00:00:00.000,2023-2024,1.81,2023,35,,Hispanic,2025-08-30 00:00:00.0000000
2023-08-19T00:00:00.000,2023-2024,0.62,2023,33,,Hispanic,2025-08-16 00:00:00.0000000
2023-09-30T00:00:00.000,2023-2024,15.22,2023,39,,Overall,2025-09-27 00:00:00.0000000
2023-08-26T00:00:00.000,2023-2024,1.0699999999999998,2023,34,,Hispanic,2025-08-23 00:00:00.0000000
2023-08-05T00:00:00.000,2023-2024,0.0667999999999999,2023,31,,"White, Non-Hispanic",2025-08-02 00:00:00.0000000
2023-09-16T00:00:00.000,2023-2024,4.89,2023,37,,Hispanic,2025-09-13 00:00:00.0000000
2023-08-12T00:00:00.000,2023-2024,0.237,2023,32,,"White, Non-Hispanic",2025-08-09 00:00:00.0000000
2023-09-09T00:00:00.000,2023-2024,3.03,2023,36,,Hispanic,2025-09-06 00:00:00.0000000
2023-08-19T00:00:00.000,2023-2024,0.5329999999999999,2023,33,,"White, Non-Hispanic",2025-08-16 00:00:00.0000000
2024-09-07T00:00:00.000,2024-2025,2.58,2024,36,,Hispanic,2025-09-06 00:00:00.0000000
2024-08-31T00:00:00.000,2024-2025,1.78,2024,35,,"White, Non-Hispanic",2025-08-30 00:00:00.0000000
2024-08-10T00:00:00.000,2024-2025,0.3229999999999999,2024,32,,"Asian, Non-Hispanic",2025-08-09 00:00:00.0000000
2024-08-24T00:00:00.000,2024-2025,0.8389999999999999,2024,34,,"White, Non-Hispanic",2025-08-23 00:00:00.0000000
2024-08-17T00:00:00.000,2024-2025,0.8569999999999999,2024,33,,"Asian, Non-Hispanic",2025-08-16 00:00:00.0000000
2024-08-31T00:00:00.000,2024-2025,1.4500000000000002,2024,35,,Hispanic,2025-08-30 00:00:00.0000000
2024-09-21T00:00:00.000,2024-2025,6.460000000000001,2024,38,,Hispanic,2025-09-20 00:00:00.0000000
2024-08-17T00:00:00.000,2024-2025,0.7169999999999999,2024,33,,"Other, Non-Hispanic",2025-08-16 00:00:00.0000000
2024-09-28T00:00:00.000,2024-2025,8.81,2024,39,,Hispanic,2025-09-27 00:00:00.0000000
2024-08-24T00:00:00.000,2024-2025,1.4,2024,34,,"Other, Non-Hispanic",2025-08-23 00:00:00.0000000
2024-09-14T00:00:00.000,2024-2025,4.34,2024,37,,Hispanic,2025-09-13 00:00:00.0000000
2024-08-10T00:00:00.000,2024-2025,0.2999999999999999,2024,32,,"Other, Non-Hispanic",2025-08-09 00:00:00.0000000
2024-08-03T00:00:00.000,2024-2025,0.0463999999999999,2024,31,,"Black, Non-Hispanic",2025-08-02 00:00:00.0000000
2024-08-03T00:00:00.000,2024-2025,0.0733,2024,31,,"Other, Non-Hispanic",2025-08-02 00:00:00.0000000
2024-09-28T00:00:00.000,2024-2025,15.11,2024,39,,"White, Non-Hispanic",2025-09-27 00:00:00.0000000
2024-09-21T00:00:00.000,2024-2025,12.5,2024,38,,"Other, Non-Hispanic",2025-09-20 00:00:00.0000000
2024-08-17T00:00:00.000,2024-2025,0.4479999999999999,2024,33,,"Black, Non-Hispanic",2025-08-16 00:00:00.0000000
2024-09-14T00:00:00.000,2024-2025,8.519999999999998,2024,37,,"Other, Non-Hispanic",2025-09-13 00:00:00.0000000
2024-09-28T00:00:00.000,2024-2025,16.93,2024,39,,"Other, Non-Hispanic",2025-09-27 00:00:00.0000000
2024-09-28T00:00:00.000,2024-2025,19.87,2024,39,,"Asian, Non-Hispanic",2025-09-27 00:00:00.0000000
2024-08-10T00:00:00.000,2024-2025,0.1949999999999999,2024,32,,"Black, Non-Hispanic",2025-08-09 00:00:00.0000000
